food_name,serving_desc,serving_size,serving_size_unit
"Chocolate milk, made from sugar free syrup with whole milk",1 cup,248,g
"Chocolate milk, made from sugar free syrup with whole milk",1 fl oz,31,g
"Chocolate milk, made from sugar free syrup with reduced fat milk",1 cup,248,g
"Chocolate milk, made from sugar free syrup with reduced fat milk",1 fl oz,31,g
"Chocolate milk, made from sugar free syrup with low fat milk",1 cup,248,g
"Chocolate milk, made from sugar free syrup with low fat milk",1 fl oz,31,g
"Chocolate milk, made from sugar free syrup with fat free milk",1 cup,248,g
"Chocolate milk, made from sugar free syrup with fat free milk",1 fl oz,31,g
"Chocolate milk, made from sugar free syrup with non-dairy milk",1 cup,248,g
"Chocolate milk, made from sugar free syrup with non-dairy milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and water",1 cup,248,g
"Hot chocolate / Cocoa, made with dry mix and water",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and water","1 packet, reconstituted",206,g
"Hot chocolate / Cocoa, made with dry mix and whole milk",1 cup,248,g
"Hot chocolate / Cocoa, made with dry mix and whole milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and whole milk","1 packet, reconstituted",211,g
"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1 cup,248,g
"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and reduced fat milk","1 packet, reconstituted",211,g
"Hot chocolate / Cocoa, made with dry mix and low fat milk",1 cup,248,g
"Hot chocolate / Cocoa, made with dry mix and low fat milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and low fat milk","1 packet, reconstituted",211,g
"Hot chocolate / Cocoa, made with dry mix and fat free milk",1 cup,248,g
"Hot chocolate / Cocoa, made with dry mix and fat free milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and fat free milk","1 packet, reconstituted",211,g
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1 cup,248,g
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with dry mix and non-dairy milk","1 packet, reconstituted",211,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and water","1 packet, reconstituted",194,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1 cup,248,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1 fl oz,31,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk","1 packet, reconstituted",199,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1 cup,248,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk","1 packet, reconstituted",199,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1 cup,248,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk","1 packet, reconstituted",199,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1 cup,248,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk","1 packet, reconstituted",199,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1 cup,248,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1 fl oz,31,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk","1 packet, reconstituted",199,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1 cup,248,g
"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1 fl oz,31,g
"Strawberry milk, NFS",1 fl oz,31,g
"Strawberry milk, NFS",1 cup,248,g
"Strawberry milk, NFS",1 individual school container,248,g
"Strawberry milk, whole",1 cup,248,g
"Strawberry milk, whole",1 fl oz,31,g
"Strawberry milk, whole",1 individual school container,248,g
"Strawberry milk, reduced fat",1 cup,248,g
"Strawberry milk, reduced fat",1 fl oz,31,g
"Strawberry milk, reduced fat",1 individual school container,248,g
"Strawberry milk, low fat",1 cup,248,g
"Strawberry milk, low fat",1 fl oz,31,g
"Strawberry milk, low fat",1 individual school container,248,g
"Strawberry milk, fat free",1 fl oz,31,g
"Strawberry milk, fat free",1 cup,248,g
"Strawberry milk, fat free",1 individual school container,248,g
"Strawberry milk, reduced sugar",1 cup,248,g
"Strawberry milk, reduced sugar",1 fl oz,31,g
"Strawberry milk, reduced sugar",1 individual school container,248,g
"Strawberry milk, non-dairy",1 cup,248,g
"Strawberry milk, non-dairy",1 fl oz,31,g
"Milk, malted",1 cup,256,g
"Milk, malted",1 fl oz,32,g
Eggnog,1 cup,256,g
Eggnog,1 fl oz,32,g
"Milk shake, home recipe, chocolate",1 fl oz,28,g
"Milk shake, home recipe, chocolate",1 milkshake (10 fl oz),280,g
"Milk shake, home recipe, chocolate",1 cup,224,g
"Milk shake, home recipe, flavors other than chocolate",1 fl oz,28,g
"Milk shake, home recipe, flavors other than chocolate",1 milkshake (10 fl oz),280,g
"Milk shake, home recipe, flavors other than chocolate",1 cup,224,g
"Milk shake, home recipe, chocolate, light",1 fl oz,28,g
"Milk shake, home recipe, chocolate, light",1 cup,224,g
"Milk shake, home recipe, flavors other than chocolate, light",1 fl oz,28,g
"Milk shake, home recipe, flavors other than chocolate, light",1 cup,224,g
Milk shake with malt,1 fl oz,28,g
Milk shake with malt,1 milkshake (10 fl oz),280,g
"Milk shake, fast food, chocolate",1 small,405,g
"Milk shake, fast food, chocolate",1 medium,526,g
"Milk shake, fast food, chocolate",1 large,690,g
"Milk shake, fast food, chocolate",1 fl oz,28,g
"Milk shake, fast food, chocolate",1 cup,224,g
"Milk shake, fast food, flavors other than chocolate",1 small,405,g
"Milk shake, fast food, flavors other than chocolate",1 medium,526,g
"Milk shake, fast food, flavors other than chocolate",1 large,690,g
"Milk shake, fast food, flavors other than chocolate",1 fl oz,28,g
"Milk shake, fast food, flavors other than chocolate",1 cup,224,g
"Milk shake, bottled, chocolate",1 fl oz,31,g
"Milk shake, bottled, chocolate",1 cup,248,g
"Milk shake, bottled, chocolate",1 bottle (12 fl oz),372,g
"Milk shake, bottled, flavors other than chocolate",1 fl oz,31,g
"Milk shake, bottled, flavors other than chocolate",1 cup,248,g
"Milk shake, bottled, flavors other than chocolate",1 bottle (12 fl oz),372,g
Licuado or Batido,1 fl oz,27,g
Licuado or Batido,1 cup,216,g
"Fruit smoothie, NFS",1 fl oz,27,g
"Fruit smoothie, NFS",1 cup,216,g
"Fruit smoothie, NFS",1 small,540,g
"Fruit smoothie, NFS",1 medium,864,g
"Fruit smoothie, NFS",1 large,1080,g
"Fruit smoothie, with whole fruit and dairy",1 fl oz,27,g
"Fruit smoothie, with whole fruit and dairy",1 cup,216,g
"Fruit smoothie, with whole fruit and dairy",1 small,540,g
"Fruit smoothie, with whole fruit and dairy",1 medium,864,g
"Fruit smoothie, with whole fruit and dairy",1 large,1080,g
"Fruit smoothie, with whole fruit and dairy, added protein",1 fl oz,27,g
"Fruit smoothie, with whole fruit and dairy, added protein",1 cup,216,g
"Fruit smoothie, with whole fruit and dairy, added protein",1 small,540,g
"Fruit smoothie, with whole fruit and dairy, added protein",1 medium,864,g
"Fruit smoothie, with whole fruit and dairy, added protein",1 large,1080,g
"Fruit smoothie juice drink, with dairy",1 fl oz,27,g
"Fruit smoothie juice drink, with dairy",1 cup,216,g
"Fruit smoothie juice drink, with dairy",1 small,540,g
"Fruit smoothie juice drink, with dairy",1 medium,864,g
"Fruit smoothie juice drink, with dairy",1 large,1080,g
Chocolate milk drink,1 cup,248,g
Chocolate milk drink,1 fl oz,31,g
"Infant formula, NFS",1 fl oz,30.5,g
"Infant formula, NS as to form (Similac Expert Care Alimentum)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",1 fl oz,30.5,g
"Infant formula, NS as to form (Similac Advance)",1 fl oz,30.4,g
"Infant formula, ready-to-feed (Similac Advance)",1 fl oz,30.4,g
"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",1 fl oz,30.4,g
"Infant formula, powder, made with water, NFS (Similac Advance)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with tap water (Similac Advance)",1 fl oz,30.4,g
"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",1 fl oz,30.4,g
"Infant formula, liquid concentrate, made with baby water (Similac Advance)",1 fl oz,30.4,g
"Infant formula, powder, made with tap water (Similac Advance)",1 fl oz,30.4,g
"Infant formula, powder, made with plain bottled water (Similac Advance)",1 fl oz,30.4,g
"Infant formula, powder, made with baby water (Similac Advance)",1 fl oz,30.4,g
"Infant formula, NS as to form (Similac Advance Organic)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Similac Advance Organic)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Similac Advance Organic)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Similac Advance Organic)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Similac Advance Organic)",1 fl oz,30.5,g
"Infant formula, NS as to form (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, ready-to-feed (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, powder, made with water, NFS (Similac Sensitive)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, powder, made with tap water (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, powder, made with plain bottled water (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, powder, made with baby water (Similac Sensitive)",1 fl oz,30.4,g
"Infant formula, NS as to form (Similac for Spit-Up)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Similac for Spit-Up)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",1 fl oz,30.5,g
"Infant formula, NS as to form (Similac Expert Care NeoSure)",1 fl oz,30.4,g
"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",1 fl oz,30.4,g
"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",1 fl oz,30.5,g
"Infant formula, NS as to form (Similac Go and Grow)",1 fl oz,30.4,g
"Infant formula, powder, made with water, NFS (Similac Go and Grow)",1 fl oz,30.4,g
"Infant formula, NS as to form (Enfamil Newborn)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Enfamil Newborn)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil Newborn)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil Newborn)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil Newborn)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil Infant)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil A.R.)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Enfamil A.R.)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil A.R.)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil A.R.)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil EnfaCare)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Enfamil EnfaCare)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil A.R.)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil Gentlease)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Enfamil Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil EnfaCare)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil EnfaCare)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil Gentlease)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",1 fl oz,30.5,g
"Infant formula, NS as to form (PediaSure)",1 fl oz,31,g
"Infant formula, ready-to-feed (PediaSure)",1 fl oz,31,g
"Infant formula, ready-to-feed (PediaSure)",1 can (8 fl oz),248,g
"Infant formula, with fiber, NS as to form (PediaSure Fiber)",1 fl oz,31,g
"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",1 fl oz,31,g
"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",1 can (8 fl oz),248,g
"Infant formula, NS as to form (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",1 fl oz,30.5,g
"Infant formula, NS as to form (Gerber Good Start Protect)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Gerber Good Start Protect)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Gerber Good Start Protect)",1 fl oz,30.5,g
"Infant formula, NS as to form (Gerber Graduates Gentle)",1 fl oz,30.5,g
"Infant formula, NS as to form (Gerber Graduates Protect)",1 fl oz,30.5,g
"Infant formula, NS as to form (Store Brand)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",1 fl oz,30.5,g
"Infant formula, powder, made with water, NFS (Store Brand)",1 fl oz,30.5,g
"Infant formula, ready-to-feed (Store Brand)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with tap water (Store Brand)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",1 fl oz,30.5,g
"Infant formula, liquid concentrate, made with baby water (Store Brand)",1 fl oz,30.5,g
"Infant formula, powder, made with tap water (Store Brand)",1 fl oz,30.5,g
"Infant formula, powder, made with plain bottled water (Store Brand)",1 fl oz,30.5,g
"Infant formula, powder, made with baby water (Store Brand)",1 fl oz,30.5,g
"Infant formula, NS as to form (Enfamil ProSobee)",1 fl oz,30.5,g
